	tiempo	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	Coincidencia	Time_event	Num_event
124	425011885320.0	33178.0	33175.0	33177.0	33166.0	33160.0	33172.0	33182.0	33167.0	33172.0	33167.0	33174.0	33168.0	33169.0	33168.0	33189.0	33168.0	33169.0	33162.0	33178.0	33173.0	33177.0	33166.0	33178.0	33169.0	33179.0	33170.0	33176.0	33168.0	33167.0	33168.0	33177.0	33166.0	33173.0	33166.0	33173.0	33162.0	33179.0	33165.0	33178.0	33166.0	33177.0	33166.0	33176.0	33162.0	33172.0	33167.0	33176.0	33160.0	33180.0	33169.0	33180.0	33157.0	33173.0	33173.0	33185.0	33159.0	33164.0	33172.0	33179.0	33166.0	33173.0	33171.0	33177.0	33155.0	33170.0	33171.0	33172.0	33168.0	33167.0	33168.0	33178.0	33161.0	33159.0	33155.0	33170.0	33166.0	33168.0	33170.0	33174.0	33164.0	33166.0	33166.0	33168.0	33157.0	33164.0	33153.0	33177.0	33161.0	33176.0	33171.0	33171.0	33160.0	33165.0	33170.0	33187.0	33171.0	33176.0	33166.0	33175.0	33167.0	33182.0	33163.0	33183.0	33169.0	33166.0	33177.0	33175.0	33166.0	33174.0	33166.0	33186.0	33174.0	33172.0	33172.0	33172.0	33167.0	33179.0	33171.0	33188.0	33170.0	33174.0	33173.0	33175.0	33168.0	0.0	0.0	125
125	425015561870.0	33212.0	33211.0	33218.0	33212.0	33221.0	33216.0	33216.0	33225.0	33215.0	33210.0	33219.0	33219.0	33215.0	33217.0	33212.0	33210.0	33224.0	33214.0	33222.0	33211.0	33214.0	33203.0	33207.0	33213.0	33212.0	33206.0	33221.0	33224.0	33206.0	33203.0	33204.0	33213.0	33210.0	33211.0	33211.0	33209.0	33216.0	33210.0	33204.0	33222.0	33213.0	33212.0	33224.0	33216.0	33218.0	33211.0	33216.0	33226.0	33207.0	33220.0	33210.0	33215.0	33210.0	33216.0	33213.0	33217.0	33209.0	33217.0	33210.0	33208.0	33219.0	33215.0	33215.0	33226.0	33218.0	33212.0	33216.0	33215.0	33214.0	33211.0	33221.0	33216.0	33214.0	33210.0	33221.0	33214.0	33202.0	33216.0	33205.0	33221.0	33218.0	33209.0	33219.0	33219.0	33218.0	33201.0	33207.0	33225.0	33205.0	33215.0	33213.0	33214.0	33210.0	33211.0	33209.0	33220.0	33211.0	33208.0	33218.0	33210.0	33212.0	33214.0	33209.0	33218.0	33212.0	33215.0	33217.0	33212.0	33215.0	33208.0	33211.0	33216.0	33213.0	33216.0	33222.0	33222.0	33211.0	33209.0	33213.0	33221.0	33212.0	33211.0	33217.0	33213.0	0.0	0.0	126
126	425016626651.0	33231.0	33234.0	33225.0	33235.0	33230.0	33226.0	33225.0	33211.0	33226.0	33228.0	33220.0	33211.0	33220.0	33228.0	33222.0	33218.0	33223.0	33229.0	33224.0	33230.0	33215.0	33228.0	33224.0	33216.0	33224.0	33235.0	33227.0	33222.0	33225.0	33228.0	33219.0	33223.0	33224.0	33222.0	33219.0	33221.0	33215.0	33227.0	33223.0	33226.0	33214.0	33230.0	33224.0	33219.0	33226.0	33232.0	33231.0	33220.0	33223.0	33223.0	33222.0	33221.0	33232.0	33241.0	33223.0	33218.0	33219.0	33229.0	33223.0	33227.0	33231.0	33230.0	33224.0	33219.0	33218.0	33224.0	33220.0	33228.0	33224.0	33222.0	33233.0	33233.0	33224.0	33235.0	33227.0	33228.0	33227.0	33227.0	33224.0	33218.0	33221.0	33225.0	33219.0	33216.0	33230.0	33230.0	33231.0	33226.0	33233.0	33227.0	33214.0	33215.0	33222.0	33221.0	33217.0	33227.0	33220.0	33236.0	33223.0	33219.0	33218.0	33223.0	33215.0	33226.0	33226.0	33235.0	33220.0	33226.0	33227.0	33220.0	33212.0	33228.0	33220.0	33230.0	33230.0	33228.0	33229.0	33226.0	33223.0	33218.0	33224.0	33229.0	33224.0	33228.0	0.0	0.0	127
127	425021915236.0	33291.0	33287.0	33292.0	33290.0	33293.0	33288.0	33298.0	33298.0	33290.0	33291.0	33294.0	33302.0	33291.0	33285.0	33299.0	33304.0	33294.0	33295.0	33300.0	33294.0	33293.0	33294.0	33290.0	33291.0	33296.0	33290.0	33297.0	33291.0	33291.0	33291.0	33295.0	33299.0	33292.0	33288.0	33291.0	33285.0	33294.0	33283.0	33296.0	33289.0	33292.0	33288.0	33298.0	33295.0	33280.0	33292.0	33289.0	33305.0	33294.0	33294.0	33291.0	33289.0	33293.0	33293.0	33296.0	33302.0	33292.0	33289.0	33292.0	33287.0	33293.0	33289.0	33284.0	33297.0	33290.0	33283.0	33296.0	33295.0	33292.0	33296.0	33294.0	33293.0	33289.0	33291.0	33290.0	33292.0	33290.0	33293.0	33294.0	33290.0	33297.0	33291.0	33298.0	33291.0	33299.0	33293.0	33289.0	33294.0	33299.0	33292.0	33288.0	33289.0	33290.0	33283.0	33288.0	33304.0	33291.0	33289.0	33285.0	33292.0	33290.0	33288.0	33288.0	33305.0	33295.0	33288.0	33294.0	33291.0	33294.0	33295.0	33294.0	33302.0	33288.0	33292.0	33304.0	33286.0	33297.0	33296.0	33300.0	33292.0	33282.0	33293.0	33280.0	33288.0	0.0	0.0	128
128	425047832089.0	33611.0	33608.0	33610.0	33614.0	33607.0	33605.0	33608.0	33613.0	33600.0	33607.0	33610.0	33613.0	33608.0	33610.0	33606.0	33619.0	33608.0	33608.0	33605.0	33607.0	33605.0	33611.0	33611.0	33619.0	33607.0	33614.0	33613.0	33618.0	33611.0	33611.0	33609.0	33616.0	33612.0	33610.0	33603.0	33604.0	33605.0	33609.0	33608.0	33618.0	33607.0	33608.0	33613.0	33613.0	33607.0	33611.0	33600.0	33610.0	33612.0	33612.0	33607.0	33610.0	33614.0	33610.0	33604.0	33622.0	33599.0	33609.0	33611.0	33608.0	33612.0	33609.0	33605.0	33620.0	33608.0	33609.0	33608.0	33612.0	33609.0	33612.0	33610.0	33623.0	33610.0	33607.0	33613.0	33616.0	33607.0	33613.0	33612.0	33613.0	33605.0	33612.0	33603.0	33620.0	33606.0	33613.0	33608.0	33620.0	33605.0	33611.0	33610.0	33608.0	33608.0	33604.0	33614.0	33618.0	33607.0	33613.0	33616.0	33616.0	33602.0	33617.0	33612.0	33613.0	33603.0	33619.0	33610.0	33622.0	33613.0	33612.0	33616.0	33629.0	33608.0	33616.0	33614.0	33617.0	33608.0	33610.0	33613.0	33629.0	33612.0	33609.0	33603.0	33611.0	0.0	0.0	129
129	425049123848.0	33631.0	33634.0	33623.0	33624.0	33631.0	33632.0	33631.0	33630.0	33623.0	33623.0	33629.0	33623.0	33629.0	33627.0	33626.0	33624.0	33614.0	33633.0	33619.0	33623.0	33628.0	33626.0	33620.0	33625.0	33619.0	33635.0	33627.0	33631.0	33622.0	33627.0	33624.0	33616.0	33632.0	33643.0	33627.0	33632.0	33637.0	33626.0	33632.0	33630.0	33623.0	33633.0	33626.0	33626.0	33624.0	33631.0	33630.0	33627.0	33619.0	33635.0	33628.0	33620.0	33620.0	33632.0	33635.0	33632.0	33620.0	33628.0	33616.0	33625.0	33633.0	33632.0	33630.0	33626.0	33619.0	33626.0	33625.0	33637.0	33639.0	33630.0	33628.0	33631.0	33618.0	33634.0	33627.0	33626.0	33623.0	33629.0	33625.0	33627.0	33630.0	33627.0	33629.0	33629.0	33634.0	33624.0	33631.0	33624.0	33629.0	33634.0	33629.0	33626.0	33630.0	33624.0	33620.0	33627.0	33620.0	33626.0	33622.0	33619.0	33634.0	33636.0	33632.0	33628.0	33629.0	33631.0	33627.0	33628.0	33632.0	33633.0	33623.0	33629.0	33624.0	33632.0	33627.0	33622.0	33634.0	33631.0	33625.0	33623.0	33621.0	33627.0	33627.0	33623.0	0.0	0.0	130
130	425061003132.0	33783.0	33775.0	33772.0	33775.0	33774.0	33773.0	33774.0	33775.0	33778.0	33768.0	33760.0	33778.0	33779.0	33769.0	33775.0	33774.0	33775.0	33768.0	33774.0	33776.0	33782.0	33774.0	33780.0	33767.0	33780.0	33773.0	33759.0	33776.0	33776.0	33769.0	33775.0	33780.0	33778.0	33769.0	33773.0	33773.0	33780.0	33773.0	33773.0	33766.0	33773.0	33768.0	33778.0	33780.0	33781.0	33772.0	33771.0	33778.0	33782.0	33775.0	33777.0	33773.0	33775.0	33771.0	33773.0	33766.0	33781.0	33770.0	33775.0	33771.0	33776.0	33769.0	33776.0	33773.0	33783.0	33776.0	33777.0	33781.0	33782.0	33773.0	33771.0	33771.0	33782.0	33768.0	33768.0	33766.0	33776.0	33770.0	33762.0	33769.0	33771.0	33772.0	33775.0	33784.0	33764.0	33771.0	33769.0	33762.0	33781.0	33774.0	33776.0	33783.0	33770.0	33765.0	33772.0	33773.0	33785.0	33763.0	33767.0	33774.0	33779.0	33776.0	33772.0	33778.0	33779.0	33770.0	33778.0	33767.0	33769.0	33781.0	33776.0	33774.0	33786.0	33770.0	33779.0	33776.0	33772.0	33777.0	33774.0	33780.0	33788.0	33768.0	33772.0	33783.0	0.0	0.0	131
131	425064777316.0	33824.0	33820.0	33820.0	33808.0	33820.0	33824.0	33812.0	33811.0	33811.0	33820.0	33819.0	33813.0	33822.0	33828.0	33813.0	33813.0	33816.0	33810.0	33815.0	33818.0	33814.0	33811.0	33809.0	33806.0	33800.0	33817.0	33813.0	33820.0	33813.0	33820.0	33817.0	33817.0	33817.0	33823.0	33821.0	33819.0	33808.0	33816.0	33820.0	33816.0	33814.0	33811.0	33828.0	33810.0	33815.0	33829.0	33817.0	33816.0	33823.0	33825.0	33817.0	33814.0	33816.0	33826.0	33809.0	33819.0	33819.0	33816.0	33823.0	33808.0	33814.0	33822.0	33815.0	33808.0	33818.0	33822.0	33814.0	33812.0	33814.0	33822.0	33821.0	33823.0	33817.0	33826.0	33821.0	33816.0	33820.0	33830.0	33819.0	33813.0	33826.0	33817.0	33819.0	33820.0	33827.0	33830.0	33822.0	33817.0	33830.0	33815.0	33817.0	33816.0	33823.0	33821.0	33824.0	33825.0	33826.0	33812.0	33826.0	33821.0	33822.0	33825.0	33824.0	33819.0	33824.0	33828.0	33826.0	33827.0	33818.0	33824.0	33822.0	33814.0	33827.0	33817.0	33811.0	33816.0	33819.0	33821.0	33814.0	33823.0	33817.0	33823.0	33827.0	33822.0	0.0	0.0	132
132	425067276724.0	33844.0	33842.0	33842.0	33852.0	33847.0	33850.0	33852.0	33847.0	33850.0	33846.0	33857.0	33844.0	33846.0	33850.0	33856.0	33853.0	33849.0	33850.0	33854.0	33841.0	33846.0	33850.0	33860.0	33854.0	33851.0	33848.0	33854.0	33852.0	33845.0	33845.0	33850.0	33839.0	33843.0	33854.0	33856.0	33841.0	33849.0	33840.0	33859.0	33836.0	33848.0	33845.0	33847.0	33838.0	33854.0	33853.0	33855.0	33846.0	33844.0	33852.0	33850.0	33842.0	33847.0	33845.0	33851.0	33851.0	33845.0	33840.0	33851.0	33844.0	33843.0	33847.0	33857.0	33849.0	33851.0	33853.0	33852.0	33836.0	33848.0	33842.0	33856.0	33847.0	33855.0	33845.0	33846.0	33850.0	33842.0	33843.0	33846.0	33850.0	33844.0	33849.0	33847.0	33839.0	33848.0	33842.0	33851.0	33848.0	33856.0	33851.0	33848.0	33844.0	33840.0	33852.0	33853.0	33848.0	33843.0	33854.0	33846.0	33850.0	33846.0	33840.0	33856.0	33847.0	33846.0	33846.0	33844.0	33843.0	33849.0	33851.0	33851.0	33844.0	33845.0	33851.0	33856.0	33843.0	33852.0	33843.0	33861.0	33837.0	33849.0	33848.0	33844.0	33844.0	0.0	0.0	133
133	425068568741.0	33867.0	33861.0	33872.0	33873.0	33872.0	33872.0	33865.0	33884.0	33867.0	33862.0	33867.0	33873.0	33863.0	33863.0	33871.0	33864.0	33863.0	33864.0	33867.0	33866.0	33862.0	33863.0	33865.0	33883.0	33860.0	33863.0	33869.0	33874.0	33863.0	33871.0	33860.0	33875.0	33871.0	33863.0	33872.0	33870.0	33869.0	33869.0	33866.0	33876.0	33869.0	33863.0	33861.0	33872.0	33866.0	33869.0	33860.0	33869.0	33860.0	33865.0	33873.0	33868.0	33872.0	33864.0	33854.0	33875.0	33874.0	33866.0	33863.0	33865.0	33870.0	33859.0	33866.0	33878.0	33861.0	33864.0	33863.0	33869.0	33863.0	33870.0	33866.0	33871.0	33856.0	33866.0	33871.0	33864.0	33871.0	33866.0	33863.0	33878.0	33865.0	33859.0	33865.0	33858.0	33864.0	33860.0	33864.0	33865.0	33866.0	33866.0	33866.0	33862.0	33864.0	33867.0	33872.0	33872.0	33858.0	33866.0	33868.0	33856.0	33863.0	33864.0	33865.0	33867.0	33860.0	33862.0	33862.0	33861.0	33858.0	33869.0	33862.0	33876.0	33859.0	33864.0	33870.0	33863.0	33864.0	33868.0	33863.0	33868.0	33855.0	33864.0	33864.0	33879.0	0.0	0.0	134
134	425079678048.0	34003.0	33997.0	34004.0	34002.0	33999.0	34007.0	34002.0	34000.0	34003.0	34007.0	34004.0	33998.0	33995.0	34000.0	34012.0	34008.0	33992.0	34003.0	34002.0	34003.0	34011.0	34005.0	34017.0	34001.0	33997.0	33995.0	34007.0	34005.0	33995.0	34006.0	34009.0	33996.0	34008.0	33996.0	34006.0	34008.0	34004.0	33993.0	34005.0	33996.0	34001.0	33995.0	34012.0	33991.0	34000.0	34012.0	34008.0	34001.0	34005.0	34007.0	34005.0	33997.0	33998.0	33999.0	34003.0	33991.0	33996.0	34003.0	33997.0	34000.0	34002.0	33997.0	34011.0	33994.0	33999.0	33998.0	34000.0	34003.0	34003.0	34000.0	34016.0	33993.0	33999.0	33995.0	33997.0	33993.0	33995.0	34001.0	34008.0	33997.0	34012.0	33998.0	33992.0	33992.0	33995.0	33999.0	34019.0	33994.0	33996.0	33998.0	34003.0	33996.0	33996.0	33997.0	34008.0	33997.0	34000.0	34002.0	33998.0	34000.0	34006.0	33996.0	33991.0	33991.0	33991.0	33993.0	33991.0	33991.0	34002.0	33982.0	34007.0	34001.0	33997.0	33997.0	33996.0	34003.0	34000.0	33993.0	34001.0	33996.0	34002.0	34004.0	34005.0	33993.0	0.0	0.0	135
135	425080443127.0	34007.0	34018.0	34013.0	34021.0	34008.0	34018.0	34024.0	34014.0	34013.0	34018.0	34014.0	34020.0	34009.0	34018.0	34025.0	34013.0	34021.0	34020.0	34016.0	34012.0	34014.0	34013.0	34024.0	34014.0	34011.0	34018.0	34014.0	34019.0	34019.0	34017.0	34019.0	34015.0	34008.0	34013.0	34009.0	34006.0	34007.0	34016.0	34014.0	34009.0	34016.0	34018.0	34011.0	34015.0	34016.0	34020.0	34027.0	34008.0	34018.0	34014.0	34016.0	34016.0	34018.0	34014.0	34011.0	34008.0	34012.0	34018.0	34021.0	34016.0	34008.0	34016.0	34019.0	34008.0	34011.0	34011.0	34013.0	34013.0	34014.0	34012.0	34018.0	34012.0	34010.0	34013.0	34005.0	34015.0	34008.0	34018.0	34019.0	34015.0	34014.0	34018.0	34014.0	34012.0	34009.0	34018.0	34022.0	34016.0	34013.0	34015.0	34015.0	34010.0	34024.0	34013.0	34021.0	34021.0	34015.0	34021.0	34015.0	34023.0	34022.0	34015.0	34018.0	34019.0	34016.0	34020.0	34019.0	34020.0	34020.0	34013.0	34024.0	34015.0	34019.0	34011.0	34015.0	34021.0	34011.0	34015.0	34023.0	34018.0	34022.0	34017.0	34016.0	34024.0	0.0	0.0	136
136	425081001984.0	34018.0	34010.0	34014.0	34011.0	34013.0	34027.0	34020.0	34011.0	34015.0	34008.0	34021.0	34020.0	34013.0	34020.0	34019.0	34019.0	34016.0	34008.0	34012.0	34009.0	34011.0	34016.0	34017.0	34012.0	34017.0	34014.0	34009.0	34014.0	34014.0	34020.0	34016.0	34015.0	34014.0	34016.0	34016.0	34014.0	34020.0	34019.0	34023.0	34024.0	34017.0	34014.0	34010.0	34011.0	34020.0	34020.0	34017.0	34022.0	34028.0	34011.0	34020.0	34013.0	34009.0	34018.0	34018.0	34019.0	34022.0	34018.0	34021.0	34017.0	34012.0	34017.0	34007.0	34020.0	34022.0	34011.0	34014.0	34009.0	34012.0	34017.0	34008.0	34004.0	34022.0	34015.0	34021.0	34013.0	34011.0	34019.0	34007.0	34010.0	34015.0	34020.0	34010.0	34010.0	34022.0	34026.0	34020.0	34019.0	34022.0	34020.0	34021.0	34010.0	34016.0	34014.0	34015.0	34009.0	34018.0	34017.0	34018.0	34014.0	34015.0	34017.0	34007.0	34007.0	34022.0	34020.0	34016.0	34015.0	34007.0	34016.0	34008.0	34008.0	34016.0	34009.0	34007.0	34016.0	34017.0	34015.0	34009.0	34005.0	34011.0	34007.0	34011.0	34017.0	0.0	0.0	137
137	425085941001.0	34084.0	34081.0	34078.0	34089.0	34083.0	34080.0	34088.0	34079.0	34075.0	34081.0	34070.0	34077.0	34075.0	34079.0	34083.0	34079.0	34073.0	34077.0	34074.0	34075.0	34076.0	34078.0	34086.0	34076.0	34079.0	34075.0	34077.0	34072.0	34074.0	34079.0	34079.0	34082.0	34073.0	34084.0	34084.0	34076.0	34083.0	34070.0	34078.0	34079.0	34075.0	34070.0	34077.0	34078.0	34078.0	34074.0	34086.0	34078.0	34070.0	34085.0	34088.0	34077.0	34075.0	34082.0	34081.0	34079.0	34077.0	34078.0	34079.0	34081.0	34080.0	34073.0	34080.0	34080.0	34077.0	34081.0	34076.0	34077.0	34078.0	34075.0	34089.0	34080.0	34071.0	34070.0	34085.0	34086.0	34077.0	34077.0	34078.0	34082.0	34077.0	34079.0	34077.0	34083.0	34078.0	34078.0	34091.0	34076.0	34079.0	34080.0	34086.0	34083.0	34073.0	34071.0	34084.0	34078.0	34084.0	34070.0	34081.0	34075.0	34077.0	34076.0	34078.0	34081.0	34078.0	34075.0	34087.0	34073.0	34072.0	34074.0	34083.0	34076.0	34078.0	34078.0	34076.0	34082.0	34076.0	34070.0	34084.0	34085.0	34083.0	34082.0	34071.0	34076.0	0.0	0.0	138
138	425088182930.0	34107.0	34100.0	34106.0	34099.0	34094.0	34111.0	34107.0	34109.0	34097.0	34105.0	34108.0	34102.0	34106.0	34098.0	34106.0	34106.0	34111.0	34103.0	34110.0	34110.0	34101.0	34104.0	34109.0	34102.0	34106.0	34111.0	34102.0	34107.0	34102.0	34107.0	34112.0	34113.0	34105.0	34112.0	34112.0	34104.0	34104.0	34106.0	34114.0	34107.0	34106.0	34108.0	34111.0	34101.0	34109.0	34098.0	34105.0	34112.0	34114.0	34106.0	34110.0	34112.0	34102.0	34096.0	34107.0	34103.0	34099.0	34097.0	34112.0	34100.0	34103.0	34100.0	34116.0	34105.0	34103.0	34095.0	34103.0	34104.0	34110.0	34108.0	34110.0	34109.0	34110.0	34114.0	34110.0	34112.0	34104.0	34101.0	34107.0	34101.0	34100.0	34115.0	34113.0	34111.0	34101.0	34106.0	34110.0	34108.0	34106.0	34097.0	34107.0	34102.0	34108.0	34105.0	34113.0	34100.0	34110.0	34109.0	34098.0	34104.0	34108.0	34099.0	34117.0	34107.0	34105.0	34103.0	34115.0	34104.0	34110.0	34108.0	34112.0	34118.0	34105.0	34108.0	34108.0	34106.0	34107.0	34100.0	34114.0	34103.0	34106.0	34104.0	34101.0	34106.0	0.0	0.0	139
139	425091591210.0	34149.0	34144.0	34143.0	34154.0	34149.0	34147.0	34157.0	34150.0	34149.0	34156.0	34158.0	34156.0	34161.0	34154.0	34153.0	34148.0	34147.0	34151.0	34158.0	34145.0	34147.0	34146.0	34157.0	34151.0	34150.0	34143.0	34157.0	34159.0	34150.0	34150.0	34149.0	34144.0	34146.0	34143.0	34146.0	34138.0	34150.0	34141.0	34160.0	34152.0	34142.0	34152.0	34157.0	34155.0	34150.0	34152.0	34148.0	34140.0	34144.0	34152.0	34160.0	34139.0	34145.0	34147.0	34159.0	34147.0	34145.0	34146.0	34158.0	34152.0	34143.0	34140.0	34153.0	34148.0	34144.0	34151.0	34148.0	34141.0	34146.0	34147.0	34141.0	34151.0	34146.0	34146.0	34156.0	34146.0	34145.0	34148.0	34151.0	34138.0	34144.0	34146.0	34153.0	34142.0	34157.0	34147.0	34149.0	34153.0	34154.0	34141.0	34152.0	34149.0	34157.0	34151.0	34147.0	34153.0	34148.0	34152.0	34156.0	34139.0	34149.0	34155.0	34153.0	34153.0	34157.0	34150.0	34156.0	34154.0	34148.0	34147.0	34162.0	34154.0	34150.0	34150.0	34157.0	34154.0	34161.0	34154.0	34157.0	34146.0	34143.0	34146.0	34161.0	34155.0	0.0	0.0	140
140	425092274574.0	34166.0	34147.0	34159.0	34150.0	34153.0	34152.0	34148.0	34147.0	34159.0	34161.0	34153.0	34155.0	34158.0	34143.0	34156.0	34149.0	34162.0	34154.0	34160.0	34145.0	34155.0	34151.0	34154.0	34156.0	34159.0	34144.0	34157.0	34151.0	34152.0	34155.0	34154.0	34151.0	34159.0	34154.0	34148.0	34159.0	34154.0	34156.0	34156.0	34149.0	34158.0	34146.0	34155.0	34151.0	34152.0	34150.0	34144.0	34144.0	34158.0	34141.0	34150.0	34156.0	34150.0	34160.0	34150.0	34160.0	34163.0	34148.0	34150.0	34158.0	34149.0	34149.0	34153.0	34145.0	34155.0	34141.0	34159.0	34153.0	34153.0	34163.0	34149.0	34155.0	34166.0	34152.0	34165.0	34162.0	34155.0	34153.0	34145.0	34157.0	34169.0	34150.0	34152.0	34163.0	34157.0	34160.0	34158.0	34162.0	34154.0	34146.0	34154.0	34153.0	34147.0	34158.0	34144.0	34151.0	34158.0	34151.0	34156.0	34156.0	34151.0	34154.0	34156.0	34160.0	34165.0	34160.0	34154.0	34157.0	34155.0	34143.0	34146.0	34147.0	34162.0	34147.0	34151.0	34166.0	34147.0	34151.0	34152.0	34159.0	34160.0	34155.0	34158.0	34159.0	0.0	0.0	141
141	425100746152.0	34255.0	34262.0	34254.0	34256.0	34257.0	34260.0	34259.0	34257.0	34267.0	34266.0	34263.0	34261.0	34264.0	34260.0	34252.0	34260.0	34260.0	34263.0	34259.0	34257.0	34271.0	34257.0	34257.0	34259.0	34263.0	34272.0	34260.0	34258.0	34262.0	34259.0	34258.0	34257.0	34264.0	34262.0	34260.0	34253.0	34273.0	34267.0	34256.0	34264.0	34262.0	34262.0	34253.0	34258.0	34260.0	34262.0	34262.0	34259.0	34264.0	34266.0	34258.0	34257.0	34257.0	34262.0	34257.0	34261.0	34266.0	34264.0	34257.0	34258.0	34266.0	34266.0	34265.0	34256.0	34267.0	34267.0	34262.0	34261.0	34270.0	34265.0	34258.0	34248.0	34252.0	34265.0	34255.0	34256.0	34267.0	34261.0	34264.0	34251.0	34257.0	34261.0	34257.0	34260.0	34269.0	34259.0	34257.0	34259.0	34264.0	34261.0	34265.0	34265.0	34259.0	34256.0	34256.0	34256.0	34259.0	34266.0	34266.0	34251.0	34264.0	34259.0	34257.0	34264.0	34249.0	34261.0	34261.0	34244.0	34263.0	34263.0	34254.0	34261.0	34265.0	34260.0	34260.0	34252.0	34260.0	34249.0	34248.0	34255.0	34259.0	34258.0	34261.0	34253.0	0.0	0.0	142
142	425104168653.0	34300.0	34304.0	34302.0	34302.0	34298.0	34295.0	34299.0	34296.0	34299.0	34307.0	34309.0	34303.0	34298.0	34304.0	34310.0	34299.0	34292.0	34301.0	34305.0	34300.0	34294.0	34295.0	34299.0	34300.0	34305.0	34299.0	34305.0	34291.0	34299.0	34301.0	34298.0	34299.0	34302.0	34297.0	34306.0	34302.0	34296.0	34297.0	34299.0	34298.0	34297.0	34288.0	34294.0	34299.0	34308.0	34304.0	34304.0	34307.0	34300.0	34299.0	34310.0	34299.0	34317.0	34302.0	34296.0	34302.0	34303.0	34301.0	34301.0	34302.0	34299.0	34305.0	34304.0	34301.0	34308.0	34295.0	34313.0	34306.0	34310.0	34299.0	34298.0	34305.0	34300.0	34311.0	34303.0	34291.0	34304.0	34309.0	34299.0	34302.0	34304.0	34300.0	34313.0	34301.0	34290.0	34308.0	34305.0	34295.0	34299.0	34302.0	34310.0	34294.0	34295.0	34302.0	34305.0	34305.0	34302.0	34306.0	34299.0	34292.0	34296.0	34307.0	34290.0	34301.0	34301.0	34299.0	34308.0	34305.0	34313.0	34297.0	34297.0	34299.0	34300.0	34289.0	34297.0	34294.0	34292.0	34288.0	34291.0	34289.0	34301.0	34291.0	34311.0	34302.0	0.0	0.0	143
143	425105492199.0	34317.0	34311.0	34313.0	34322.0	34316.0	34316.0	34314.0	34321.0	34319.0	34313.0	34312.0	34317.0	34318.0	34316.0	34323.0	34322.0	34310.0	34314.0	34317.0	34319.0	34307.0	34314.0	34316.0	34310.0	34312.0	34312.0	34317.0	34318.0	34310.0	34325.0	34318.0	34311.0	34310.0	34322.0	34308.0	34321.0	34308.0	34310.0	34321.0	34330.0	34324.0	34316.0	34319.0	34327.0	34303.0	34313.0	34311.0	34323.0	34309.0	34315.0	34321.0	34328.0	34314.0	34315.0	34319.0	34308.0	34312.0	34319.0	34302.0	34321.0	34326.0	34314.0	34316.0	34321.0	34316.0	34319.0	34313.0	34317.0	34314.0	34314.0	34309.0	34313.0	34320.0	34312.0	34314.0	34316.0	34310.0	34317.0	34311.0	34313.0	34318.0	34310.0	34312.0	34314.0	34310.0	34317.0	34310.0	34322.0	34318.0	34304.0	34311.0	34317.0	34306.0	34313.0	34304.0	34312.0	34315.0	34311.0	34311.0	34323.0	34318.0	34328.0	34319.0	34322.0	34320.0	34310.0	34318.0	34324.0	34321.0	34323.0	34327.0	34317.0	34311.0	34323.0	34322.0	34320.0	34311.0	34309.0	34318.0	34319.0	34316.0	34316.0	34315.0	34330.0	0.0	0.0	144
144	425107961639.0	34358.0	34345.0	34351.0	34354.0	34358.0	34355.0	34361.0	34354.0	34357.0	34355.0	34355.0	34365.0	34345.0	34365.0	34355.0	34361.0	34360.0	34355.0	34347.0	34347.0	34351.0	34363.0	34349.0	34352.0	34356.0	34364.0	34355.0	34361.0	34357.0	34362.0	34344.0	34347.0	34348.0	34350.0	34352.0	34352.0	34339.0	34351.0	34346.0	34343.0	34354.0	34354.0	34348.0	34347.0	34349.0	34358.0	34349.0	34353.0	34359.0	34353.0	34353.0	34345.0	34346.0	34359.0	34352.0	34342.0	34350.0	34350.0	34346.0	34351.0	34343.0	34352.0	34340.0	34360.0	34354.0	34349.0	34353.0	34359.0	34349.0	34360.0	34348.0	34354.0	34354.0	34356.0	34350.0	34355.0	34355.0	34362.0	34349.0	34349.0	34350.0	34351.0	34346.0	34349.0	34345.0	34358.0	34351.0	34359.0	34354.0	34354.0	34344.0	34345.0	34353.0	34359.0	34347.0	34350.0	34357.0	34354.0	34361.0	34352.0	34351.0	34354.0	34343.0	34353.0	34353.0	34348.0	34340.0	34343.0	34341.0	34350.0	34354.0	34352.0	34349.0	34348.0	34348.0	34344.0	34357.0	34351.0	34339.0	34351.0	34350.0	34357.0	34352.0	34348.0	0.0	0.0	145
